ds,trend
2020-09-22,36.85772706830886
2020-09-23,36.87560762578435
2020-09-24,36.893488183259834
2020-09-25,36.911368740735334
2020-09-28,36.96501041316181
2020-09-29,36.98289097063729
2020-09-30,37.00077152811278
2020-10-01,37.01865208558827
2020-10-02,37.036532643063765
2020-10-05,37.09017431549024
2020-10-06,37.108054872965724
2020-10-07,37.12593543044121
2020-10-08,37.1438159879167
2020-10-09,37.161696545392196
2020-10-12,37.21533821781867
2020-10-13,37.233218775294155
2020-10-14,37.25109933276964
2020-10-15,37.268979890245134
2020-10-16,37.28686044772063
2020-10-19,37.3405021201471
2020-10-20,37.358382677622586
2020-10-21,37.37626323509808
2020-10-22,37.394143792573566
2020-10-23,37.41202435004906
2020-10-26,37.46566602247553
2020-10-27,37.48354657995102
2020-10-28,37.50142713742651
2020-10-29,37.519307694902
2020-10-30,37.53718825237749
2020-11-02,37.59082992480396
2020-11-03,37.60871048227945
2020-11-04,37.62659103975494
2020-11-05,37.64447159723042
2020-11-06,38.05426123448533
2020-11-09,39.283630146250054
2020-11-10,39.69341978350494
2020-11-11,40.103209420759846
2020-11-12,40.512999058014756
2020-11-13,40.92278869526966
2020-11-16,42.152157607034354
2020-11-17,42.56194724428926
2020-11-18,42.971736881544146
2020-11-19,43.381526518799056
2020-11-20,43.79131615605396
2020-11-23,45.02068506781867
2020-11-24,45.43047470507357
2020-11-25,45.84026434232848
2020-11-26,46.250053979583384
2020-11-27,46.65984361683829
2020-11-30,47.88921252860297
2020-12-01,48.29900216585788
2020-12-02,48.70879180311278
2020-12-03,49.118581440367684
2020-12-04,49.52837107762259
2020-12-07,50.757739989387304
2020-12-08,51.16752962664221
2020-12-09,51.57731926389711
2020-12-10,51.98710890115201
2020-12-11,52.396898538406916
2020-12-14,53.6262674501716
2020-12-15,54.03605708742651
2020-12-16,54.44584672468141
2020-12-17,54.85563636193631
2020-12-18,55.265425999191216
2020-12-21,56.49479491095593
2020-12-22,56.904584548210835
2020-12-23,57.31437418546574
2020-12-24,57.72416382272064
2020-12-28,59.36332237174023
2020-12-29,59.77311200899512
2020-12-30,59.81183131941179
2020-12-31,59.850550629828454
2021-01-04,60.005427871495115
2021-01-05,60.04414718191178
2021-01-06,60.08286649232845
2021-01-07,60.121585802745116
2021-01-08,60.16030511316178
2021-01-11,60.276463044411784
2021-01-12,60.31518235482845
2021-01-13,60.35390166524512
2021-01-14,60.392620975661785
2021-01-15,60.43134028607845
2021-01-18,60.547498217328446
2021-01-19,60.58621752774512
2021-01-20,60.62493683816178
2021-01-21,60.66365614857845
2021-01-22,60.702375458995114
2021-01-25,60.818533390245115
2021-01-26,60.85725270066178
2021-01-27,60.89597201107845
2021-01-28,60.934691321495116
2021-01-29,60.97341063191178
2021-02-01,61.089568563161784
2021-02-02,61.128287873578444
2021-02-03,61.167007183995125
2021-02-04,61.205726494411785
2021-02-05,61.24444580482845
2021-02-08,61.36060373607845
2021-02-09,61.39932304649512
2021-02-10,61.43804235691179
2021-02-11,61.476761667328454
2021-02-12,61.51548097774512
2021-02-15,61.63163890899512
2021-02-16,61.67035821941179
2021-02-17,61.70907752982845
2021-02-18,61.74779684024514
2021-02-19,61.7865143332118
2021-02-22,61.90266681211177
2021-02-23,61.94138430507842
2021-02-24,61.98010179804508
2021-02-25,62.01881929101174
2021-02-26,62.0575367839784
2021-03-01,62.17368926287837
2021-03-02,62.21240675584502
2021-03-03,62.25112424881168
2021-03-04,62.28984174177833
2021-03-05,62.32855923474499
2021-03-08,62.44471171364496
2021-03-09,62.48342920661162
2021-03-10,62.52214669957827
2021-03-11,62.56086419254493
2021-03-12,62.59958168551159
2021-03-15,62.715734164411565
2021-03-16,62.75445165737821
2021-03-17,62.79316915034487
2021-03-18,62.831886643311535
2021-03-19,62.87060413627819
2021-03-22,62.98675661517816
2021-03-23,63.02547410814482
2021-03-24,63.064191601111474
2021-03-25,63.102909094078136
2021-03-26,63.14162658704479
2021-03-29,63.25777906594476
2021-03-30,63.296496558911414
2021-03-31,63.335214051878076
2021-04-01,63.37393154484474
2021-04-05,63.528801516711354
2021-04-06,63.56751900967801
2021-04-07,63.60623650264467
2021-04-08,63.644953995611324
2021-04-09,63.68367148857798
2021-04-12,63.79982396747792
2021-04-13,63.9721613135083
2021-04-14,64.14449865953868
2021-04-15,64.31683600556907
2021-04-16,64.48917335159945
2021-04-19,65.0061853896906
2021-04-20,65.17852273572097
2021-04-21,65.35086008175136
2021-04-22,65.52319742778175
2021-04-23,65.69553477381213
2021-04-26,66.21254681190328
2021-04-27,66.38488415793366
2021-04-28,66.55722150396404
2021-04-29,66.72955884999443
2021-04-30,66.90189619602481
2021-05-03,67.41890823411596
2021-05-04,67.59124558014632
2021-05-05,67.76358292617671
2021-05-06,67.93592027220708
2021-05-07,68.10825761823747
2021-05-10,68.62526965632863
2021-05-11,68.797607002359
2021-05-12,68.96994434838939
2021-05-13,69.14228169441978
2021-05-14,69.31461904045017
2021-05-17,69.83163107854132
2021-05-18,70.00396842457168
2021-05-19,70.17630577060207
2021-05-20,70.34864311663245
2021-05-21,70.52098046266283
2021-05-24,71.03799250075399
2021-05-25,71.21032984678436
2021-05-26,71.38266719281475
2021-05-27,71.55500453884513
2021-05-28,71.72734188487551
2021-06-01,72.41669126899704
2021-06-02,72.58902861502742
2021-06-03,72.76136596105782
2021-06-04,72.80648621309311
2021-06-07,72.94184696919896
2021-06-08,72.98696722123425
2021-06-09,73.03208747326954
2021-06-10,73.07720772530483
2021-06-11,73.1223279773401
2021-06-14,73.25768873344596
2021-06-15,73.30280898548124
2021-06-16,73.34792923751652
2021-06-17,73.39304948955181
2021-06-18,73.43816974158709
2021-06-21,73.57353049769294
2021-06-22,73.61865074972823
2021-06-23,73.66377100176352
2021-06-24,73.7088912537988
2021-06-25,73.75401150583409
2021-06-28,73.88937226193993
2021-06-29,73.93449251397521
2021-06-30,73.9796127660105
2021-07-01,74.0247330180458
2021-07-02,74.06985327008108
2021-07-05,74.20521402618692
2021-07-06,74.25033427822221
2021-07-07,74.29545453025749
2021-07-08,74.34057478229278
2021-07-09,74.38569503432807
2021-07-12,74.52105579043392
2021-07-13,74.56617604246921
2021-07-14,74.6112962945045
2021-07-15,74.65641654653976
2021-07-16,74.70153679857505
2021-07-19,74.83689755468092
2021-07-20,74.88201780671618
2021-07-21,74.92713805875147
2021-07-22,74.97225831078676
2021-07-23,75.017378562822
2021-07-26,74.7548248983396
2021-07-27,74.66730701017883
2021-07-28,74.57978912201801
2021-07-29,74.49227123385724
2021-07-30,74.40475334569642
2021-08-02,74.14219968121404
2021-08-03,74.05468179305326
2021-08-04,73.96716390489244
2021-08-05,73.87964601673167
2021-08-06,73.79212812857087
2021-08-09,73.52957446408848
2021-08-10,73.4420565759277
2021-08-11,73.3545386877669
2021-08-12,73.2670207996061
2021-08-13,73.17950291144533
2021-08-16,72.91694924696293
2021-08-17,72.82943135880214
2021-08-18,72.74191347064135
2021-08-19,72.65439558248055
2021-08-20,72.56687769431976
2021-08-23,72.30432402983736
2021-08-24,72.21680614167657
2021-08-25,72.12928825351578
2021-08-26,72.04177036535498
2021-08-27,71.9542524771942
2021-08-31,71.60418092455102
2021-09-01,71.51666303639023
2021-09-02,71.42914514822942
2021-09-03,71.34162726006863
2021-09-06,71.07907359558627
2021-09-07,70.99155570742545
2021-09-08,70.90403781926467
2021-09-09,70.81651993110387
2021-09-10,70.72900204294308
2021-09-13,70.4664483784607
2021-09-14,70.3789304903
2021-09-15,70.5535315699088
2021-09-16,70.72813264951762
2021-09-17,70.90273372912644
2021-09-20,71.42653696795288
2021-09-21,71.60113804756169
2021-09-22,71.77573912717051
2021-09-23,71.95034020677933
2021-09-24,72.12494128638815
2021-09-27,72.64874452521458
2021-09-28,72.8233456048234
2021-09-29,72.9979466844322
2021-09-30,73.17254776404101
2021-10-01,73.34714884364983
2021-10-04,73.87095208247626
2021-10-05,74.04555316208508
2021-10-06,74.2201542416939
2021-10-07,74.39475532130271
2021-10-08,74.56935640091152
2021-10-11,75.09315963973796
2021-10-12,75.26776071934677
2021-10-13,75.4423617989556
2021-10-14,75.61696287856442
2021-10-15,75.79156395817323
2021-10-18,76.31536719699967
2021-10-19,76.48996827660848
2021-10-20,76.6645693562173
2021-10-21,76.8391704358261
2021-10-22,77.01377151543493
2021-10-25,77.53757475426136
2021-10-26,77.71217583387018
2021-10-27,77.88677691347898
2021-10-28,78.0613779930878
2021-10-29,78.23597907269662
2021-11-01,78.75978231152305
2021-11-02,78.93438339113187
2021-11-03,79.10898447074068
2021-11-04,79.28358555034944
2021-11-05,79.3501688365759
2021-11-08,79.5499186952553
2021-11-09,79.61650198148176
2021-11-10,79.68308526770821
2021-11-11,79.74966855393467
2021-11-12,79.81625184016114
2021-11-15,80.01600169884053
2021-11-16,80.08258498506699
2021-11-17,80.14916827129343
2021-11-18,80.2157515575199
2021-11-19,80.28233484374636
2021-11-22,80.48208470242575
2021-11-23,80.5486679886522
2021-11-24,80.61525127487866
2021-11-25,80.68183456110512
2021-11-26,80.74841784733158
2021-11-29,80.94816770601098
2021-11-30,81.01475099223742
2021-12-01,81.08133427846388
2021-12-02,81.14791756469035
2021-12-03,81.2145008509168
2021-12-06,81.4142507095962
2021-12-07,81.48083399582265
2021-12-08,81.54741728204911
2021-12-09,81.61400056827559
2021-12-10,81.68058385450203
2021-12-13,81.88033371318141
2021-12-14,81.94691699940788
2021-12-15,82.01350028563434
2021-12-16,82.08008357186081
2021-12-17,82.14666685808726
2021-12-20,82.34641671676664
2021-12-21,82.4130000029931
2021-12-22,82.47958328921956
2021-12-23,82.54616657544602
2021-12-24,82.61274986167241
2021-12-27,83.69214627586646
2021-12-29,84.41174388532923
2021-12-30,84.77154269006058
2021-12-31,85.13134149479197
2022-01-03,86.21073790898606
2022-01-04,86.57053671371742
2022-01-05,86.93033551844876
2022-01-06,87.29013432318011
2022-01-07,87.6499331279115
2022-01-10,88.72932954210559
2022-01-11,89.08912834683692
2022-01-12,89.44892715156833
2022-01-13,89.80872595629967
2022-01-14,90.16852476103102
2022-01-17,91.24792117522509
2022-01-18,91.60771997995644
2022-01-19,91.96751878468785
2022-01-20,92.32731758941921
2022-01-21,92.68711639415055
2022-01-24,93.76651280834467
2022-01-25,94.12631161307603
2022-01-26,94.48611041780738
2022-01-27,94.84590922253874
2022-01-28,95.20570802727009
2022-01-31,96.2851044414642
2022-02-01,96.64490324619555
2022-02-02,97.00470205092691
2022-02-03,97.36450085565826
2022-02-04,97.72429966038968
2022-02-07,98.80369607458373
2022-02-08,99.16349487931508
2022-02-09,99.52329368404644
2022-02-10,99.88309248877779
2022-02-11,100.2428912935092
2022-02-14,101.32228770770325
2022-02-15,101.68208651243455
2022-02-16,101.81851911802377
2022-02-17,101.95495172361298
2022-02-18,102.09138432920219
2022-02-21,102.50068214596979
2022-02-22,102.63711475155901
2022-02-23,102.7735473571482
2022-02-24,102.90997996273742
2022-02-25,103.04641256832662
2022-02-28,103.45571038509424
2022-03-01,103.59214299068344
2022-03-02,103.72857559627265
2022-03-03,103.86500820186185
2022-03-04,104.00144080745106
2022-03-07,104.41073862421868
2022-03-08,104.54717122980787
2022-03-09,104.6836038353971
2022-03-10,104.82003644098629
2022-03-11,104.95646904657549
2022-03-14,105.36576686334311
2022-03-15,105.50219946893233
2022-03-16,105.63863207452152
2022-03-17,105.77506468011075
2022-03-18,105.91149728569994
2022-03-21,106.32079510246756
2022-03-22,106.45722770805676
2022-03-23,106.59366031364597
2022-03-24,106.73009291923516
2022-03-25,106.86652552482438
2022-03-28,107.275823341592
2022-03-29,107.4122559471812
2022-03-30,107.54868855277041
2022-03-31,107.6851211583596
2022-04-01,107.82155376394883
2022-04-04,108.23085158071643
2022-04-05,108.36728418630564
2022-04-06,108.50371679189483
2022-04-07,108.64014939748411
2022-04-08,108.85884023836743
2022-04-11,109.51491276101738
2022-04-12,109.73360360190071
2022-04-13,109.95229444278404
2022-04-14,110.17098528366736
2022-04-18,111.04574864720064
2022-04-19,111.26443948808397
2022-04-20,111.48313032896729
2022-04-21,111.70182116985062
2022-04-22,111.92051201073397
2022-04-25,112.57658453338395
2022-04-26,112.79527537426728
2022-04-27,113.0139662151506
2022-04-28,113.23265705603393
2022-04-29,113.45134789691726
2022-05-02,114.1074204195672
2022-05-03,114.32611126045053
2022-05-04,114.54480210133386
2022-05-05,114.76349294221718
2022-05-06,114.98218378310051
2022-05-09,115.63825630575046
2022-05-10,115.85694714663379
2022-05-11,116.07563798751711
2022-05-12,116.29432882840044
2022-05-13,116.51301966928376
2022-05-16,117.16909219193373
2022-05-17,117.38778303281705
2022-05-18,117.60647387370035
2022-05-19,117.82516471458368
2022-05-20,118.043855555467
2022-05-23,118.69992807811698
2022-05-24,118.91861891900031
2022-05-25,119.13730975988364
2022-05-26,119.35600060076693
2022-05-27,119.57469144165026
2022-05-30,120.2307639643003
2022-05-31,120.1105255781003
2022-06-01,119.99028719190028
2022-06-03,119.74981041950026
2022-06-06,119.38909526090023
2022-06-07,119.26885687470022
2022-06-08,119.14861848850022
2022-06-09,119.0283801023002
2022-06-10,118.9081417161002
2022-06-13,118.54742655750015
2022-06-14,118.42718817130014
2022-06-15,118.30694978510013
2022-06-16,118.18671139890013
2022-06-17,118.06647301270011
2022-06-20,117.70575785410009
2022-06-21,117.58551946790008
2022-06-22,117.46528108170007
2022-06-23,117.34504269550006
2022-06-24,117.22480430930005
2022-06-27,116.86408915070001
2022-06-28,116.7438507645
2022-06-29,116.6236123783
2022-06-30,116.50337399209998
2022-07-01,116.38313560589998
2022-07-04,116.02242044729995
2022-07-05,115.90218206109994
2022-07-06,115.78194367489994
2022-07-07,115.66170528869992
2022-07-08,115.5414669024999
2022-07-11,115.18075174389989
2022-07-12,115.06051335769988
2022-07-13,114.94027497149986
2022-07-14,114.82003658529986
2022-07-15,114.69979819909985
2022-07-18,114.33908304049982
2022-07-19,114.21884465429982
2022-07-20,114.09860626809979
2022-07-21,113.57827949366448
2022-07-22,113.05795271922918
2022-07-25,111.49697239592327
2022-07-26,110.97664562148796
2022-07-27,110.45631884705267
2022-07-28,109.93599207261737
2022-07-29,109.41566529818206
2022-08-01,107.85468497487615
2022-08-02,107.33435820044073
2022-08-03,106.81403142600543
2022-08-04,106.29370465157012
2022-08-05,105.77337787713483
2022-08-08,104.21239755382892
2022-08-09,103.69207077939362
2022-08-10,103.17174400495831
2022-08-11,102.65141723052301
2022-08-12,102.13109045608772
2022-08-15,100.5701101327818
2022-08-16,100.0497833583465
2022-08-17,99.5294565839112
2022-08-18,99.0091298094759
2022-08-19,98.4888030350406
2022-08-22,96.92782271173469
2022-08-23,96.40749593729939
2022-08-24,95.88716916286408
2022-08-25,95.36684238842878
2022-08-26,94.84651561399349
2022-08-30,92.76520851625227
2022-08-31,92.24488174181697
2022-09-01,91.72455496738166
2022-09-02,91.20422819294637
2022-09-05,89.64324786964046
2022-09-06,89.12292109520516
2022-09-07,88.60259432076985
2022-09-08,88.08226754633455
2022-09-09,87.56194077189926
2022-09-12,86.00096044859335
2022-09-13,86.06962140810413
2022-09-14,86.13828236761489
2022-09-15,86.20694332712567
2022-09-16,86.27560428663644
2022-09-19,86.48158716516876
2022-09-20,86.55024812467954
2022-09-21,86.61890908419032
2022-09-22,86.68757004370109
2022-09-23,86.75623100321187
2022-09-26,86.96221388174419
2022-09-27,87.03087484125496
2022-09-28,87.09953580076574
2022-09-29,87.16819676027652
2022-09-30,87.23685771978728
2022-10-03,87.4428405983196
2022-10-04,87.51150155783039
2022-10-05,87.58016251734115
2022-10-06,87.64882347685193
2022-10-07,87.71748443636271
2022-10-10,87.92346731489502
2022-10-11,87.9921282744058
2022-10-12,88.06078923391658
2022-10-13,88.12945019342735
2022-10-14,88.19811115293813
2022-10-17,88.40409403147045
2022-10-18,88.47275499098122
2022-10-19,88.541415950492
2022-10-20,88.61007691000277
2022-10-21,88.67873786951354
2022-10-24,88.88472074804586
2022-10-26,89.02204266706741
2022-10-27,89.09070362657819
2022-10-28,89.15936458608897
2022-10-31,89.3653474646213
2022-11-01,89.43400842413206
2022-11-02,89.50266938364275
2022-11-03,89.46847980320254
2022-11-04,89.43429022276234
2022-11-07,89.33172148144172
2022-11-08,89.29753190100152
2022-11-09,89.26334232056129
2022-11-10,89.22915274012111
2022-11-11,89.19496315968088
2022-11-14,89.09239441836027
2022-11-15,89.05820483792007
2022-11-16,89.02401525747986
2022-11-17,88.98982567703966
2022-11-18,88.95563609659945
2022-11-21,88.85306735527884
2022-11-22,88.81887777483861
2022-11-23,88.78468819439843
2022-11-24,88.7504986139582
2022-11-25,88.71630903351802
2022-11-28,88.61374029219738
2022-11-29,88.57955071175718
2022-11-30,88.54536113131698
2022-12-01,88.51117155087677
2022-12-02,88.47698197043657
2022-12-05,88.37441322911594
2022-12-06,88.34022364867575
2022-12-07,88.30603406823553
2022-12-08,88.27184448779533
2022-12-09,88.23765490735511
2022-12-12,88.13508616603451
2022-12-14,88.0667070051541
2022-12-15,88.03251742471389
2022-12-16,87.99832784427369
2022-12-19,87.89575910295306
2022-12-20,87.86156952251285
2022-12-21,87.82737994207265
2022-12-22,87.79319036163244
2022-12-23,87.75900078119224
2022-12-27,87.62224245943135
2022-12-28,87.51808523180978
2022-12-29,87.4139280041882
2022-12-30,87.30977077656661
2023-01-02,86.99729909370187
2023-01-03,86.89314186608028
2023-01-04,86.78898463845871
2023-01-05,86.68482741083712
2023-01-06,86.58067018321555
2023-01-09,86.26819850035082
2023-01-10,86.16404127272924
2023-01-11,86.05988404510765
2023-01-12,85.95572681748608
2023-01-13,85.8515695898645
2023-01-16,85.53909790699977
2023-01-17,85.43494067937819
2023-01-18,85.3307834517566
2023-01-19,85.22662622413503
2023-01-20,85.12246899651345
2023-01-23,84.80999731364871
2023-01-24,84.70584008602714
2023-01-25,84.60168285840555
2023-01-26,84.49752563078398
2023-01-27,84.39336840316241
2023-01-30,84.08089672029766
2023-01-31,83.97673949267609
2023-02-01,83.8725822650545
2023-02-02,83.76842503743293
2023-02-03,83.66426780981136
2023-02-06,83.35179612694661
2023-02-07,83.24763889932504
2023-02-08,83.14348167170347
2023-02-09,83.03932444408188
2023-02-10,82.93516721646031
2023-02-13,82.62269553359558
2023-02-14,82.51853830597399
2023-02-15,82.4143810783524
2023-02-16,82.348704791797
2023-02-17,82.2830285052416
2023-02-20,82.0859996455754
2023-02-21,82.02032335902
2023-02-22,81.95464707246458
2023-02-23,81.88897078590918
2023-02-24,81.82329449935376
2023-02-27,81.62626563968757
2023-02-28,81.56058935313217
2023-03-01,81.49491306657677
2023-03-02,81.42923678002137
2023-03-03,81.36356049346597
2023-03-06,81.16653163379975
2023-03-08,81.03517906068895
2023-03-09,80.96950277413355
2023-03-10,80.90382648757816
2023-03-13,80.70679762791194
2023-03-14,80.64112134135654
2023-03-15,80.57544505480114
2023-03-16,80.50976876824573
2023-03-17,80.44409248169033
2023-03-20,80.24706362202413
2023-03-21,80.18138733546873
2023-03-22,80.11571104891331
2023-03-23,80.05003476235792
2023-03-24,79.98435847580252
2023-03-27,79.78732961613632
2023-03-28,79.72165332958092
2023-03-29,79.65597704302552
2023-03-30,79.5903007564701
2023-03-31,79.5246244699147
2023-04-03,79.3275956102485
2023-04-04,79.26191932369309
2023-04-05,79.1962430371377
2023-04-06,79.1305667505823
2023-04-10,78.86786160436071
2023-04-11,78.80189671707174
2023-04-12,78.73593182978276
2023-04-13,78.66996694249377
2023-04-14,78.60400205520479
2023-04-17,78.40610739333785
2023-04-18,78.34014250604886
2023-04-19,78.27417761875988
2023-04-20,78.20821273147091
2023-04-21,78.14224784418192
2023-04-24,77.94435318231498
2023-04-25,77.87838829502599
2023-04-26,77.81242340773701
2023-04-27,77.74645852044803
2023-04-28,77.68049363315905
2023-05-02,77.41663408400314
2023-05-03,77.35066919671415
2023-05-04,77.28470430942517
2023-05-05,77.2187394221362
2023-05-09,76.95487987298027
2023-05-10,76.88891498569129
2023-05-11,76.82295009840232
2023-05-12,76.75698521111333
2023-05-15,76.55909054924639
2023-05-16,76.49312566195741
2023-05-17,76.42716077466844
2023-05-18,76.36119588737945
2023-05-19,76.29523100009047
2023-05-22,76.09733633822353
2023-05-23,76.03137145093456
2023-05-24,75.96540656364557
2023-05-25,75.89944167635657
2023-05-26,75.8334767890676
2023-05-30,75.56961723991168
2023-05-31,75.5036523526227
2023-06-01,75.43768746533372
2023-06-02,75.37172257804474
2023-06-05,75.17382791617777
2023-06-06,75.37820863624172
2023-06-07,75.58258935630568
2023-06-08,75.78697007636966
2023-06-09,75.99135079643361
2023-06-12,76.60449295662548
2023-06-13,76.80887367668943
2023-06-14,77.01325439675341
2023-06-15,77.21763511681736
2023-06-16,77.42201583688131
2023-06-19,78.0351579970732
2023-06-20,78.23953871713715
2023-06-21,78.44391943720113
2023-06-22,78.64830015726508
2023-06-23,78.85268087732902
2023-06-26,79.4658230375209
2023-06-27,79.67020375758489
2023-06-28,79.87458447764884
2023-06-29,80.07896519771279
2023-06-30,80.28334591777677
2023-07-03,80.89648807796866
2023-07-04,81.10086879803261
2023-07-05,81.30524951809656
2023-07-06,81.5096302381605
2023-07-07,81.71401095822448
2023-07-10,82.32715311841636
2023-07-11,82.53153383848031
2023-07-12,82.73591455854427
2023-07-13,82.94029527860825
2023-07-14,83.1446759986722
2023-07-17,83.75781815886408
2023-07-18,83.96219887892802
2023-07-19,84.166579598992
2023-07-20,84.37096031905595
2023-07-21,84.5753410391199
2023-07-24,85.18848319931179
2023-07-25,85.39286391937578
2023-07-26,85.38693775120444
2023-07-27,85.38101158303311
2023-07-28,85.37508541486177
2023-07-31,85.35730691034779
2023-08-01,85.35138074217646
2023-08-02,85.34545457400512
2023-08-03,85.33952840583379
2023-08-04,85.33360223766245
2023-08-07,85.31582373314845
2023-08-08,85.3098975649771
2023-08-09,85.30397139680579
2023-08-10,85.29804522863445
2023-08-11,85.29211906046312
2023-08-14,85.27434055594911
2023-08-15,85.26841438777778
2023-08-16,85.26248821960644
2023-08-17,85.25656205143511
2023-08-18,85.25063588326377
2023-08-21,85.23285737874978
2023-08-22,85.22693121057844
2023-08-23,85.22100504240711
2023-08-24,85.21507887423577
2023-08-25,85.20915270606444
